,label,area,equivalent_diameter,mean_intensity,filename
0,2,2995,61.75234762,3432.166277,Exo70
1,3,3019,61.99927569,3065.236171,Exo70
2,4,2713,58.77328377,5186.570586,Exo70
3,5,2976,61.55616042,3248.390793,Exo70
4,7,3059,62.40865138,3334.210199,Exo70
5,8,1633,45.59824752,3062.347826,Exo70
6,9,3105,62.87613845,3419.859259,Exo70
7,10,3393,65.72748113,3395.949307,Exo70
8,12,2806,59.77215207,3506.887741,Exo70
9,13,3932,70.75576224,3782.234741,Exo70
10,14,2614,57.6909713,3647.489671,Exo70
11,15,3689,68.53452182,3469.994307,Exo70
12,16,3503,66.78441529,3535.354553,Exo70
13,17,2757,59.24796558,3408.768226,Exo70
14,18,2208,53.02181546,4108.504982,Exo70
15,19,2577,57.28122124,3442.178502,Exo70
16,20,2903,60.79649989,3416.8629,Exo70
17,21,3280,64.62372402,3368.338415,Exo70
18,22,2885,60.60772299,5693.375043,Exo70
19,23,3101,62.83562547,3676.081264,Exo70
20,25,3721,68.83112919,4244.434561,Exo70
21,26,3027,62.08136679,3239.026759,Exo70
22,27,3344,65.25115353,4262.17195,Exo70
23,28,3351,65.319413,3366.743062,Exo70
24,29,2028,50.81466124,3231.414201,Exo70
25,30,3575,67.46726149,3760.969231,Exo70
26,31,2248,53.49992987,3726.986655,Exo70
27,32,3159,63.42053076,4391.102881,Exo70
28,33,3104,62.86601265,3496.393041,Exo70
29,34,3092,62.74437562,3531.543014,Exo70
30,35,1871,48.80810576,5429.881881,Exo70
31,36,2519,56.63294459,4979.301707,Exo70
32,37,3413,65.92091145,3434.392909,Exo70
33,38,979,35.30582833,3740.484168,Exo70
34,39,2302,54.13868702,3427.679844,Exo70
35,42,2706,58.69741228,3461.406135,Exo70
36,45,836,32.62557677,5522.982057,Exo70
37,47,1846,48.48092614,3444.614843,Exo70
38,48,660,28.98858568,3441.419697,Exo70
39,49,1931,49.58452945,5528.963231,Exo70
40,50,1690,46.38722702,3522.36213,Exo70
41,51,2105,51.77035099,3155.459857,Exo70
42,52,2434,55.66924691,3463.503287,Exo70
43,53,2447,55.81771373,3753.094401,Exo70
44,54,2077,51.42488244,3386.071257,Exo70
45,55,1900,49.18490759,3809.167368,Exo70
46,56,2300,54.1151638,3858.78087,Exo70
47,57,2186,52.75700565,3437.42086,Exo70
48,58,3225,64.07961869,3357.125891,Exo70
49,59,2112,51.85635852,5201.106534,Exo70
50,61,3244,64.26810315,3252.847102,Exo70
51,62,2300,54.1151638,3580.107826,Exo70
52,63,3226,64.08955275,3723.236516,Exo70
53,64,1888,49.02934081,3447.860699,Exo70
54,65,3012,61.92735671,3159.267264,Exo70
55,67,1488,43.52677845,5162.677419,Exo70
56,68,1715,46.72906825,4427.990671,Exo70
57,69,868,33.24412617,3452.366359,Exo70
58,70,2046,51.03967191,5052.264907,Exo70
59,71,553,26.53491037,3509.307414,Exo70
60,72,454,24.04268607,3331.352423,Exo70
61,73,1235,39.65414023,3425.996761,Exo70
62,74,1410,42.37060016,4086.758865,Exo70
63,75,2690,58.52362237,3727.904089,Exo70
64,77,1571,44.7242588,4966.585614,Exo70
0,1,3629,67.97489469,3083.706806,Exo70
1,3,3403,65.82426734,4173.012636,Exo70
2,6,3870,70.19570527,3328.438243,Exo70
3,8,3193,63.76091174,3177.650799,Exo70
4,9,3097,62.79508635,3486.825315,Exo70
5,10,2815,59.8679323,4040.909414,Exo70
6,11,3038,62.19406513,4787.384134,Exo70
7,12,3884,70.32255962,3161.089598,Exo70
8,13,2997,61.77296266,3274.113447,Exo70
9,14,3485,66.61261002,3211.748637,Exo70
10,16,2875,60.50259243,4105.851478,Exo70
11,17,3055,62.36783473,3319.070049,Exo70
12,18,2793,59.63353124,3372.956319,Exo70
13,19,3123,63.05812476,3470.857509,Exo70
14,20,2204,52.97376668,3272.288566,Exo70
15,21,3291,64.73199627,3472.96931,Exo70
16,23,3369,65.49461067,3380.36539,Exo70
17,24,2537,56.83492522,3275.181317,Exo70
18,25,1971,50.0954603,3730.898021,Exo70
19,26,3115,62.97730688,4313.694703,Exo70
20,27,2724,58.89231291,4368.996329,Exo70
21,28,2147,52.28427395,3479.233815,Exo70
22,29,1812,48.03238548,3256.233444,Exo70
23,30,2641,57.98815084,3370.752745,Exo70
24,31,2054,51.13935886,3265.203992,Exo70
25,32,3035,62.16334948,4330.387479,Exo70
26,33,2511,56.54294383,3171.208682,Exo70
27,34,3678,68.43226611,3180.612833,Exo70
28,36,2578,57.2923341,3631.842514,Exo70
29,37,3018,61.98900665,3681.022531,Exo70
30,39,2220,53.16570125,3166.195495,Exo70
31,40,2157,52.40589373,3633.804358,Exo70
32,41,2852,60.2600961,3476.524194,Exo70
33,42,1903,49.22372247,4529.087231,Exo70
34,43,1966,50.03187929,5478.09766,Exo70
35,44,2231,53.29725532,3811.704617,Exo70
36,46,2140,52.1989715,3491.879439,Exo70
37,47,4546,76.07987231,3811.91905,Exo70
38,48,1385,41.99329434,3507.186282,Exo70
39,49,1719,46.78353105,3220.723095,Exo70
40,50,2214,53.0938071,3487.633243,Exo70
41,52,1316,40.93388866,4854.87614,Exo70
42,53,1530,44.13679308,3719.686275,Exo70
43,54,3290,64.72216083,3659.323404,Exo70
44,55,382,22.05396804,3324.91623,Exo70
45,56,1677,46.20847018,3283.209302,Exo70
46,57,1601,45.14926922,3518.548407,Exo70
47,58,2000,50.46265044,3605.828,Exo70
48,59,1936,49.64868335,3624.919421,Exo70
49,60,2020,50.71433604,3621.705446,Exo70
0,1,3477,66.53610972,3329.316365,Exo70
1,2,3101,62.83562547,3373.273783,Exo70
2,3,3050,62.31677632,3151.839016,Exo70
3,4,2643,58.01010357,3577.218691,Exo70
4,5,2885,60.60772299,3408.499133,Exo70
5,6,3307,64.88916069,3274.220441,Exo70
6,7,2832,60.04843371,3084.066737,Exo70
7,8,2406,55.34811961,3282.89734,Exo70
8,9,3272,64.54486649,3188.646699,Exo70
9,10,2796,59.66554925,3235.652003,Exo70
10,11,2450,55.85191926,3197.133061,Exo70
11,12,3882,70.30445158,3047.976558,Exo70
12,13,2827,59.99540143,3243.691546,Exo70
13,14,2904,60.80697031,3292.174242,Exo70
14,15,2680,58.41474112,3692.053731,Exo70
15,16,3243,64.2581967,3281.546716,Exo70
16,17,2137,52.1623706,3073.832943,Exo70
17,18,734,30.57053853,3413.858311,Exo70
18,19,2875,60.50259243,3327.893217,Exo70
19,20,1984,50.26039451,3378.215726,Exo70
0,3,2887,60.62872723,4694.527537,Exo70
1,5,3042,62.23499574,4174.999014,Exo70
2,6,2898,60.74412071,5167.679089,Exo70
3,7,2731,58.96793363,2986.80703,Exo70
4,8,2486,56.26076349,4429.047868,Exo70
5,10,2935,61.13066386,3433.365247,Exo70
6,11,3441,66.19076426,3866.243824,Exo70
7,12,3247,64.29781335,3354.422236,Exo70
8,13,2762,59.30166627,3151.360608,Exo70
9,14,2849,60.22839416,3510.325728,Exo70
10,15,3170,63.53085358,3004.817981,Exo70
11,16,3050,62.31677632,3272.374426,Exo70
12,17,2437,55.70354361,4605.801805,Exo70
13,18,2617,57.72406681,3247.387849,Exo70
14,19,2561,57.1031214,3535.956658,Exo70
15,20,3130,63.12875553,3202.811821,Exo70
16,21,2557,57.05850958,3391.705905,Exo70
17,22,2268,53.73739189,3413.130952,Exo70
18,23,3639,68.06848539,3371.744435,Exo70
19,24,3488,66.64127499,3613.373853,Exo70
20,25,2047,51.05214342,3041.249145,Exo70
21,27,2879,60.54466656,3063.941299,Exo70
22,28,2732,58.97872868,3302.464495,Exo70
23,29,3455,66.32527894,3300.873806,Exo70
24,30,2756,59.23721959,3812.41836,Exo70
25,31,3607,67.76854018,3816.061547,Exo70
26,32,2161,52.45446269,4574.288755,Exo70
27,33,2568,57.18110834,4478.036215,Exo70
28,34,3631,67.99362313,3628.225558,Exo70
29,35,2557,57.05850958,3097.838483,Exo70
30,36,2107,51.79493914,3035.824395,Exo70
31,37,1823,48.17795855,3238.053209,Exo70
32,38,1969,50.07003758,3460.039106,Exo70
33,39,2581,57.32565974,4573.74816,Exo70
34,40,2304,54.16220002,3472.690538,Exo70
35,41,2148,52.29644866,3281.05121,Exo70
36,42,3261,64.43627981,5603.146274,Exo70
37,43,2845,60.18609893,4411.576098,Exo70
38,44,2690,58.52362237,3864.467286,Exo70
39,46,2729,58.94633761,4716.548919,Exo70
40,47,2670,58.30565654,4156.552434,Exo70
41,48,1698,46.49688965,4639.233216,Exo70
42,49,1803,47.91295127,3130.555186,Exo70
43,50,2416,55.46302138,4048.787252,Exo70
44,51,2217,53.12976633,3353.292287,Exo70
45,52,3137,63.19930737,3228.353522,Exo70
46,53,1717,46.75630758,3298.638323,Exo70
47,54,2338,54.56037074,4512.053892,Exo70
48,55,1601,45.14926922,3109.24797,Exo70
49,56,1868,48.7689601,2984.547645,Exo70
50,57,1791,47.75324099,3297.92239,Exo70
51,58,1871,48.80810576,3221.405131,Exo70
52,59,1525,44.06461512,3747.273443,Exo70
53,60,1474,43.32153147,3023.403664,Exo70
54,62,1090,37.25360525,6090.985321,Exo70
55,65,1968,50.05732138,3352.672256,Exo70
56,66,1174,38.66242653,3583.167802,Exo70
57,67,1794,47.79321859,3398.897436,Exo70
58,68,1183,38.81033859,3635.39645,Exo70
0,1,2243,53.4403995,3316.050825,Exo70
1,2,2543,56.90209278,3263.494298,Exo70
2,3,3566,67.38228414,3297.229669,Exo70
3,4,2283,53.91480206,3344.719667,Exo70
4,5,2934,61.12024889,3955.508521,Exo70
5,6,2584,57.35896603,4613.350619,Exo70
6,7,3388,65.67903454,3309.445691,Exo70
7,8,2646,58.04301711,3302.027211,Exo70
8,9,2411,55.40560028,3307.464123,Exo70
9,10,6480,90.83277079,3004.493364,Exo70
10,11,2596,57.49199821,3292.246918,Exo70
11,13,3440,66.18114561,3410.600872,Exo70
12,14,3123,63.05812476,3745.104387,Exo70
13,15,2679,58.40384183,3257.169466,Exo70
14,16,3880,70.28633888,3282.314433,Exo70
15,17,2658,58.17448504,3100.179458,Exo70
16,18,2275,53.82025608,3200.801319,Exo70
17,19,3300,64.82044814,3347.799091,Exo70
18,20,3869,70.18663547,3272.614888,Exo70
19,21,3049,62.30655962,3330.997048,Exo70
20,22,2730,58.95713661,3291.807692,Exo70
21,23,2987,61.66981855,3417.323401,Exo70
22,24,2939,61.17230601,3278.961892,Exo70
23,25,2192,52.82935815,3325.229471,Exo70
24,26,3373,65.53347987,3310.839609,Exo70
25,27,2416,55.46302138,3302.653146,Exo70
26,28,2799,59.69755008,4294.136835,Exo70
27,29,2843,60.16494017,3418.498769,Exo70
28,30,1129,37.91421166,4063.215235,Exo70
29,31,3131,63.13883919,3706.799425,Exo70
30,32,2138,52.17457376,3359.776894,Exo70
31,33,1746,47.14950949,3396.271478,Exo70
32,35,3481,66.57437086,3300.554151,Exo70
33,36,2507,56.49788968,3417.847627,Exo70
34,37,2143,52.23554675,3342.800747,Exo70
35,38,2067,51.30093702,3349.744074,Exo70
36,39,1911,49.32707948,3618.505495,Exo70
37,40,2071,51.35055109,4539.591502,Exo70
38,41,1902,49.21078758,3210.648791,Exo70
39,42,1679,46.23601622,3272.951757,Exo70
40,43,747,30.84007036,3250.953146,Exo70
41,45,1963,49.99369187,3315.154356,Exo70
42,46,1804,47.92623643,3019.521619,Exo70
43,47,1945,49.76395196,3332.957326,Exo70
44,48,708,30.02421685,3286.172316,Exo70
45,50,390,22.28370307,3334.771795,Exo70
46,51,1090,37.25360525,3282.284404,Exo70
47,53,2072,51.36294712,4055.436293,Exo70
48,54,2168,52.53935033,3147.252768,Exo70
49,55,2372,54.95565667,3282.860877,Exo70
0,1,5701,85.19823146,1193.052272,Exo84
1,2,2830,60.02722642,1286.59576,Exo84
2,3,3066,62.48001636,1191.616112,Exo84
3,5,2494,56.35121493,1195.481556,Exo84
4,6,3611,67.80610589,1205.552755,Exo84
5,7,3471,66.47867673,3364.231057,Exo84
6,9,1823,48.17795855,1092.900713,Exo84
7,11,2654,58.13069543,2267.802562,Exo84
8,12,2515,56.5879621,1223.144334,Exo84
9,13,2341,54.59536404,1102.839385,Exo84
10,14,2497,56.38509682,2888.092511,Exo84
11,15,2865,60.39727888,2778.055846,Exo84
12,16,1076,37.01358872,1180.523234,Exo84
0,1,4032,71.64985586,1937.189732,Exo84
1,2,4243,73.50071692,1278.936601,Exo84
2,3,4023,71.56984483,1195.059906,Exo84
3,4,2749,59.16194308,1215.279738,Exo84
4,5,3636,68.0404217,1088.506601,Exo84
5,6,3035,62.16334948,1129.265898,Exo84
6,7,5415,83.03368072,1677.275346,Exo84
7,8,3948,70.89957491,1132.89387,Exo84
8,11,2807,59.78280189,1133.232633,Exo84
9,12,4568,76.26374132,2777.533056,Exo84
10,13,2381,55.05981616,1132.069719,Exo84
11,14,4943,79.33235828,1264.154764,Exo84
12,15,3865,70.15034455,1156.681759,Exo84
13,16,2910,60.86975501,1160.032302,Exo84
14,17,2993,61.7317257,1116.619779,Exo84
15,18,1747,47.16300971,1100.116772,Exo84
16,19,5455,83.33979672,1211.303941,Exo84
17,20,2312,54.25615013,1076.837803,Exo84
18,21,2268,53.73739189,1107.391534,Exo84
19,22,2802,59.72953377,1209.721984,Exo84
20,23,2658,58.17448504,1105.18623,Exo84
21,24,1912,49.33998388,1418.201883,Exo84
22,25,3223,64.05974596,1194.520633,Exo84
23,26,2398,55.25602617,1253.862385,Exo84
24,27,3301,64.83026868,1332.340806,Exo84
25,28,847,32.83951727,1067.269185,Exo84
26,29,3151,63.34017529,2121.040305,Exo84
27,31,327,20.40463994,1153.116208,Exo84
28,33,1062,36.77200561,1131.602637,Exo84
0,1,4952,79.40454789,1185.966276,Exo84
1,2,3329,65.10464226,1144.903274,Exo84
2,4,3556,67.28773901,1950.42604,Exo84
3,5,5684,85.07110892,1158.620514,Exo84
4,6,5766,85.68254907,1166.028269,Exo84
5,7,2752,59.19421616,1158.970567,Exo84
6,8,4245,73.5180377,1155.468316,Exo84
7,9,1625,45.48641841,1151.900308,Exo84
8,10,3218,64.01003714,1217.850218,Exo84
9,11,3798,69.53965625,1270.274092,Exo84
10,12,3077,62.59199693,3233.0039,Exo84
11,13,4003,71.39172149,1192.39945,Exo84
12,14,4309,74.07016402,1094.972151,Exo84
13,15,2668,58.28381512,1157.574213,Exo84
14,16,2728,58.93553663,1354.625733,Exo84
15,17,2502,56.44152143,1495.777378,Exo84
16,18,1174,38.66242653,1182.270869,Exo84
17,19,2288,53.97380919,1247.82299,Exo84
18,20,3263,64.45603645,1104.631627,Exo84
19,21,1947,49.78953096,2808.131484,Exo84
20,22,5203,81.39204722,1129.002499,Exo84
21,23,2988,61.68014072,1122.913989,Exo84
22,24,2961,61.40083299,1154.68997,Exo84
23,25,2268,53.73739189,1908.843474,Exo84
24,26,1683,46.29105911,1419.698158,Exo84
25,28,2446,55.80630723,1084.618561,Exo84
26,29,2923,61.00556687,1187.32193,Exo84
27,30,1534,44.19445057,1351.853977,Exo84
28,31,1789,47.72657064,1114.200112,Exo84
29,32,348,21.04964041,1500.591954,Exo84
30,33,1551,44.43866035,1245.408124,Exo84
31,34,1684,46.30480961,1108.556413,Exo84
32,35,2091,51.59790585,1179.320421,Exo84
33,36,884,33.54912454,2467.850679,Exo84
0,1,3140,63.22951977,1983.800637,Exo84
1,2,3584,67.55213193,1100.972098,Exo84
2,3,3556,67.28773901,1162.985658,Exo84
3,5,3877,70.25916107,2502.776373,Exo84
4,7,2772,59.40892204,1071.536436,Exo84
5,8,2724,58.89231291,1148.124082,Exo84
6,9,2582,57.33676399,2019.869868,Exo84
7,10,1081,37.09948716,1159.107308,Exo84
8,11,3261,64.43627981,1189.154247,Exo84
9,12,4197,73.10120635,1077.935668,Exo84
10,13,4253,73.58728004,1171.511404,Exo84
11,15,3410,65.8919331,1133.906158,Exo84
12,16,3476,66.526541,1221.509781,Exo84
13,17,4534,75.97939257,2096.635421,Exo84
14,19,2987,61.66981855,1867.522933,Exo84
15,20,2197,52.88957629,1059.010924,Exo84
16,21,2271,53.77292075,1977.503303,Exo84
17,22,2715,58.79494335,1163.022099,Exo84
18,23,2024,50.76452342,1127.925395,Exo84
19,24,4413,74.95869603,1156.375708,Exo84
20,25,3054,62.3576264,1867.784217,Exo84
21,26,4116,72.39236124,1612.645044,Exo84
22,28,5803,85.95701878,1125.846631,Exo84
23,29,2311,54.24441527,1104.363912,Exo84
24,30,1829,48.25717695,1167.669765,Exo84
25,32,3434,66.1234043,1119.725976,Exo84
26,33,2245,53.4642196,2291.711359,Exo84
27,35,1368,41.73477803,1150.912281,Exo84
28,36,705,29.9605387,1301.268085,Exo84
29,37,3532,67.06028685,1260.169309,Exo84
30,38,2793,59.63353124,1182.099535,Exo84
31,39,2606,57.60262367,1190.642364,Exo84
32,40,4016,71.50755213,1241.079681,Exo84
33,41,2413,55.42857586,1385.002072,Exo84
34,42,4973,79.57273563,3824.526041,Exo84
35,43,2457,55.9316508,2197.535613,Exo84
36,45,1896,49.13310673,1183.987342,Exo84
37,46,1692,46.41466697,1148.00591,Exo84
0,2,3576,67.47669681,1271.67981,Exo84
1,3,4529,75.93748678,1620.564142,Exo84
2,4,3016,61.96846349,1237.083886,Exo84
3,6,2995,61.75234762,1545.580634,Exo84
4,8,3097,62.79508635,1203.962544,Exo84
5,9,4379,74.6693777,1553.360128,Exo84
6,10,3665,68.31122112,1268.909141,Exo84
7,11,4343,74.36181374,1116.526825,Exo84
8,12,4280,73.82049344,1161.857477,Exo84
9,13,2503,56.45279958,1131.962046,Exo84
10,14,2232,53.30919868,1166.868728,Exo84
11,15,2503,56.45279958,3005.712745,Exo84
12,18,2164,52.49085992,1205.292976,Exo84
13,23,2551,56.99152638,1285.633085,Exo84
14,25,2122,51.97897954,1126.080584,Exo84
15,26,2022,50.73943594,2131.859545,Exo84
16,27,1341,41.32086918,2515.859806,Exo84
17,28,2316,54.30306424,1264.350604,Exo84
18,30,1504,43.76016768,1262.714761,Exo84
0,1,4703,77.38246299,3716.476079,Sec10
1,2,3669,68.34848857,3251.813028,Sec10
2,3,2926,61.03686515,3566.736159,Sec10
3,4,3511,66.86063148,3327.468812,Sec10
4,5,3114,62.96719735,3405.03115,Sec10
5,6,5389,82.83409869,6390.159028,Sec10
6,7,3117,62.99752107,4460.44145,Sec10
7,8,3925,70.6927522,3380.683057,Sec10
8,9,3497,66.72719601,4781.418645,Sec10
9,10,4054,71.84506326,3001.099901,Sec10
10,12,3062,62.43924636,4038.029066,Sec10
11,13,3401,65.80492148,3518.046751,Sec10
12,14,3853,70.04135897,3429.750843,Sec10
13,17,3154,63.37032053,4222.547242,Sec10
14,18,2423,55.54331118,3418.509286,Sec10
15,19,3638,68.05913211,3380.954371,Sec10
16,20,3071,62.53094148,3236.616086,Sec10
17,21,3027,62.08136679,3408.562273,Sec10
18,22,2249,53.511828,3404.649177,Sec10
19,24,3183,63.66098861,3053.4235,Sec10
20,25,3101,62.83562547,5389.272493,Sec10
21,26,3491,66.66992763,3346.859353,Sec10
22,27,3642,68.09653752,3552.039813,Sec10
23,28,3578,67.49556349,3720.612353,Sec10
24,31,3155,63.38036576,6373.995246,Sec10
25,32,2437,55.70354361,3210.961428,Sec10
26,33,2515,56.5879621,3425.474354,Sec10
27,34,3105,62.87613845,3402.720773,Sec10
28,35,2617,57.72406681,3536.068781,Sec10
29,36,2326,54.42017256,3366.996131,Sec10
30,38,3130,63.12875553,4162.71246,Sec10
31,39,2832,60.04843371,5254.023658,Sec10
32,40,2114,51.88090591,3390.936613,Sec10
33,41,3774,69.31959349,3177.663222,Sec10
34,42,1921,49.45597199,3239.071317,Sec10
35,45,3018,61.98900665,5818.540093,Sec10
36,46,2283,53.91480206,3458.321069,Sec10
37,47,2810,59.81474,3812.634164,Sec10
38,48,2314,54.27961225,3069.552723,Sec10
39,49,2789,59.59081381,3542.50735,Sec10
40,53,2018,50.68922372,3246.695738,Sec10
41,55,2939,61.17230601,3721.682205,Sec10
42,56,2131,52.08909166,2958.091506,Sec10
43,57,1248,39.86229988,3016.981571,Sec10
44,58,2956,61.34896979,3483.932003,Sec10
45,59,3061,62.4290497,3640.758249,Sec10
46,61,2379,55.03668665,3098.488861,Sec10
47,62,2316,54.30306424,3433.163212,Sec10
48,63,3318,64.99699077,3420.733876,Sec10
49,65,1776,47.55284883,2961.813063,Sec10
50,66,2020,50.71433604,3174.763861,Sec10
51,67,2168,52.53935033,3112.296125,Sec10
52,68,3108,62.90650606,4909.739704,Sec10
53,69,2375,54.99039842,5910.186526,Sec10
54,70,2193,52.84140726,3940.412221,Sec10
55,71,3619,67.88117495,3326.74772,Sec10
56,72,2035,50.90228358,4931.484521,Sec10
57,75,2040,50.96477873,3700.105882,Sec10
58,76,2557,57.05850958,3391.445053,Sec10
59,77,2790,59.60149604,3130.332975,Sec10
60,78,3407,65.862942,3809.387731,Sec10
61,79,2404,55.32511062,3458.340682,Sec10
62,80,2109,51.81951563,3420.86202,Sec10
63,81,1725,46.86510658,3452.285217,Sec10
64,82,1243,39.78236738,3100.610619,Sec10
65,83,1882,48.95137203,3344.372476,Sec10
66,84,1769,47.45904292,3390.187677,Sec10
67,87,1623,45.45841815,3256.330869,Sec10
68,89,764,31.1890207,3300.129581,Sec10
69,91,1863,48.70364742,3529.115405,Sec10
70,93,1694,46.4420907,3502.244392,Sec10
0,1,3822,69.75902479,4397.579278,Sec10
1,3,3082,62.64283101,5587.059701,Sec10
2,4,4043,71.74752595,3366.226564,Sec10
3,5,3526,67.00330316,7305.288996,Sec10
4,6,3532,67.06028685,3286.348245,Sec10
5,8,3610,67.79671641,3878.428532,Sec10
6,9,3042,62.23499574,3236.224852,Sec10
7,10,3389,65.68872671,4978.353202,Sec10
8,11,3443,66.20999738,3586.557653,Sec10
9,12,2799,59.69755008,5502.111468,Sec10
10,13,2980,61.59751491,3273.649329,Sec10
11,14,3385,65.64994942,2875.085377,Sec10
12,15,3841,69.93220354,4316.545171,Sec10
13,16,2993,61.7317257,6505.056799,Sec10
14,18,2491,56.31731267,3242.591329,Sec10
15,21,3838,69.90488805,4519.810578,Sec10
16,22,2991,61.71109688,3954.953862,Sec10
17,23,3119,63.01772878,3413.159346,Sec10
18,24,3714,68.76635565,3288.236134,Sec10
19,25,3000,61.80387232,3458.118667,Sec10
20,27,3910,70.5575412,4850.345013,Sec10
21,28,3051,62.32699135,3332.550639,Sec10
22,29,2712,58.76245098,3393.092552,Sec10
23,30,2378,55.02511824,4561.975189,Sec10
24,31,3953,70.94445659,3271.195042,Sec10
25,32,2469,56.06806966,3453.144593,Sec10
26,33,2950,61.28667602,4540.972203,Sec10
27,35,3788,69.44804818,3443.420803,Sec10
28,36,2026,50.78959852,3259.187562,Sec10
29,37,2507,56.49788968,3564.002393,Sec10
30,38,4271,73.74283759,4212.123156,Sec10
31,39,2298,54.09163035,5863.968668,Sec10
32,40,2537,56.83492522,3270.223492,Sec10
33,41,2293,54.03275188,3167.454427,Sec10
34,43,2483,56.22680668,3305.271849,Sec10
35,44,2420,55.50891548,3397.96405,Sec10
36,45,1264,40.11701365,3363.435127,Sec10
37,46,2296,54.06808666,3348.064895,Sec10
38,47,2428,55.60059006,4793.952224,Sec10
39,48,1957,49.91722938,4554.489014,Sec10
40,49,2539,56.85732322,6760.988578,Sec10
41,50,2904,60.80697031,3364.119835,Sec10
42,51,3743,69.03430753,3232.549292,Sec10
43,52,3929,70.72876481,3393.149656,Sec10
44,53,2417,55.47449846,4114.187422,Sec10
45,54,5154,81.00787995,3632.206442,Sec10
46,55,2275,53.82025608,3350.569231,Sec10
47,57,2587,57.39225298,3385.455354,Sec10
48,58,1712,46.68817945,3689.765187,Sec10
49,59,1957,49.91722938,3322.363822,Sec10
50,60,2441,55.74923971,5547.838591,Sec10
51,61,3629,67.97489469,3618.646184,Sec10
52,62,2072,51.36294712,3232.455116,Sec10
53,63,3012,61.92735671,3322.749336,Sec10
54,64,1775,47.53945931,3552.110986,Sec10
55,66,1104,37.49208526,3242.931159,Sec10
0,2,3355,65.3583864,3546.959165,Sec10
1,3,2958,61.36972033,4263.210277,Sec10
2,4,3242,64.24828872,3607.031154,Sec10
3,5,2585,57.37006382,3669.79381,Sec10
4,6,3779,69.36549747,3078.574491,Sec10
5,7,2909,60.85929539,5060.866965,Sec10
6,8,3582,67.53328105,3321.055835,Sec10
7,9,2938,61.16189813,3708.612662,Sec10
8,10,3019,61.99927569,5253.678702,Sec10
9,11,3526,67.00330316,4482.779637,Sec10
10,12,2816,59.8785651,4219.184659,Sec10
11,14,2753,59.20496995,3084.435525,Sec10
12,17,3265,64.47578703,3213.293109,Sec10
13,18,2813,59.84666105,3807.091006,Sec10
14,19,2968,61.47336796,3911.633086,Sec10
15,20,3362,65.42653399,5410.060083,Sec10
16,21,2721,58.85987429,5453.912165,Sec10
17,22,2860,60.34455318,3532.805594,Sec10
18,23,4281,73.82911682,4044.429339,Sec10
19,24,3264,64.4659125,4229.009804,Sec10
20,25,2824,59.96355955,3898.215297,Sec10
21,26,3586,67.57097755,5521.915226,Sec10
22,27,2495,56.36251116,5629.614028,Sec10
23,28,3323,65.04594536,6281.728559,Sec10
